scenario_a,t,bus,P_kW,Q_kvar
3,3,21,28.214,12.539
3,4,21,28.838,12.817
3,5,21,29.722,13.21
3,6,21,30.936,13.749
3,7,21,32.547,14.465
3,8,21,34.614,15.384
3,9,21,37.174,16.522
3,10,21,40.229,17.88
3,11,21,43.738,19.439
3,12,21,47.602,21.157
3,13,21,51.669,22.964
3,14,21,55.732,24.77
3,15,21,59.55,26.467
3,16,21,62.868,27.941
3,17,21,65.443,29.086
3,18,21,67.077,29.812
3,19,21,67.636,30.061
3,20,21,67.077,29.812
3,21,21,65.443,29.086
3,22,21,62.868,27.941
3,23,21,59.55,26.467
3,24,21,55.732,24.77
3,1,22,27.505,12.225
3,2,22,27.788,12.35
3,3,22,28.214,12.539
3,4,22,28.838,12.817
3,5,22,29.722,13.21
3,6,22,30.936,13.749
3,7,22,32.547,14.465
3,8,22,34.614,15.384
3,9,22,37.174,16.522
3,10,22,40.229,17.88
3,11,22,43.738,19.439
3,12,22,47.602,21.157
3,13,22,51.669,22.964
3,14,22,55.732,24.77
3,15,22,59.55,26.467
3,16,22,62.868,27.941
3,17,22,65.443,29.086
3,18,22,67.077,29.812
3,19,22,67.636,30.061
3,20,22,67.077,29.812
3,21,22,65.443,29.086
3,22,22,62.868,27.941
3,23,22,59.55,26.467
3,24,22,55.732,24.77
3,1,23,27.505,15.281
3,2,23,27.788,15.438
3,3,23,28.214,15.674
3,4,23,28.838,16.021
3,5,23,29.722,16.512
3,6,23,30.936,17.186
3,7,23,32.547,18.081
3,8,23,34.614,19.23
3,9,23,37.174,20.652
3,10,23,40.229,22.35
3,11,23,43.738,24.299
3,12,23,47.602,26.446
3,13,23,51.669,28.705
3,14,23,55.732,30.962
3,15,23,59.55,33.083
3,16,23,62.868,34.927
3,17,23,65.443,36.357
3,18,23,67.077,37.265
3,19,23,67.636,37.576
3,20,23,67.077,37.265
3,21,23,65.443,36.357
3,22,23,62.868,34.927
3,23,23,59.55,33.083
3,24,23,55.732,30.962
3,1,24,128.358,61.123
3,2,24,129.675,61.75
3,3,24,131.664,62.697
3,4,24,134.575,64.083
3,5,24,138.702,66.049
3,6,24,144.366,68.746
3,7,24,151.884,72.326
3,8,24,161.53,76.919
3,9,24,173.477,82.608
3,10,24,187.737,89.399
3,11,24,204.111,97.196
3,12,24,222.145,105.783
3,13,24,241.12,114.819
3,14,24,260.08,123.848
3,15,24,277.899,132.333
3,16,24,293.383,139.706
3,17,24,305.402,145.429
3,18,24,313.024,149.059
3,19,24,315.636,150.303
3,20,24,313.024,149.059
3,21,24,305.402,145.429
3,22,24,293.383,139.706
3,23,24,277.899,132.333
3,24,24,260.08,123.848
3,1,25,128.358,61.123
3,2,25,129.675,61.75
3,3,25,131.664,62.697
3,4,25,134.575,64.083
3,5,25,138.702,66.049
3,6,25,144.366,68.746
3,7,25,151.884,72.326
3,8,25,161.53,76.919
3,9,25,173.477,82.608
3,10,25,187.737,89.399
3,11,25,204.111,97.196
3,12,25,222.145,105.783
3,13,25,241.12,114.819
3,14,25,260.08,123.848
3,15,25,277.899,132.333
3,16,25,293.383,139.706
3,17,25,305.402,145.429
3,18,25,313.024,149.059
3,19,25,315.636,150.303
3,20,25,313.024,149.059
3,21,25,305.402,145.429
3,22,25,293.383,139.706
3,23,25,277.899,132.333
3,24,25,260.08,123.848
3,1,26,18.337,7.64
3,2,26,18.525,7.719
3,3,26,18.809,7.837
3,4,26,19.225,8.01
3,5,26,19.815,8.256
3,6,26,20.624,8.593
3,7,26,21.698,9.041
3,8,26,23.076,9.615
3,9,26,24.782,10.326
3,10,26,26.82,11.175
3,11,26,29.159,12.149
3,12,26,31.735,13.223
3,13,26,34.446,14.352
3,14,26,37.154,15.481
3,15,26,39.7,16.542
3,16,26,41.912,17.463
3,17,26,43.629,18.179
3,18,26,44.718,18.632
3,19,26,45.091,18.788
3,20,26,44.718,18.632
3,21,26,43.629,18.179
3,22,26,41.912,17.463
3,23,26,39.7,16.542
3,24,26,37.154,15.481
3,1,27,18.337,7.64
3,2,27,18.525,7.719
3,3,27,18.809,7.837
3,4,27,19.225,8.01
3,5,27,19.815,8.256
3,6,27,20.624,8.593
3,7,27,21.698,9.041
3,8,27,23.076,9.615
3,9,27,24.782,10.326
3,10,27,26.82,11.175
3,11,27,29.159,12.149
3,12,27,31.735,13.223
3,13,27,34.446,14.352
3,14,27,37.154,15.481
3,15,27,39.7,16.542
3,16,27,41.912,17.463
3,17,27,43.629,18.179
3,18,27,44.718,18.632
3,19,27,45.091,18.788
3,20,27,44.718,18.632
3,21,27,43.629,18.179
3,22,27,41.912,17.463
3,23,27,39.7,16.542
3,24,27,37.154,15.481
3,1,28,18.337,6.112
3,2,28,18.525,6.175
3,3,28,18.809,6.27
3,4,28,19.225,6.408
3,5,28,19.815,6.605
3,6,28,20.624,6.875
3,7,28,21.698,7.233
3,8,28,23.076,7.692
3,9,28,24.782,8.261
3,10,28,26.82,8.94
3,11,28,29.159,9.72
3,12,28,31.735,10.578
3,13,28,34.446,11.482
3,14,28,37.154,12.385
3,15,28,39.7,13.233
3,16,28,41.912,13.971
3,17,28,43.629,14.543
3,18,28,44.718,14.906
3,19,28,45.091,15.03
3,20,28,44.718,14.906
3,21,28,43.629,14.543
3,22,28,41.912,13.971
3,23,28,39.7,13.233
3,24,28,37.154,12.385
3,1,29,36.674,21.393
3,2,29,37.05,21.613
3,3,29,37.618,21.944
3,4,29,38.45,22.429
3,5,29,39.629,23.117
3,6,29,41.247,24.061
3,7,29,43.396,25.314
3,8,29,46.152,26.922
3,9,29,49.565,28.913
3,10,29,53.639,31.29
3,11,29,58.318,34.019
3,12,29,63.47,37.024
3,13,29,68.891,40.187
3,14,29,74.309,43.347
3,15,29,79.4,46.317
3,16,29,83.824,48.897
3,17,29,87.258,50.9
3,18,29,89.435,52.171
3,19,29,90.182,52.606
3,20,29,89.435,52.171
3,21,29,87.258,50.9
3,22,29,83.824,48.897
3,23,29,79.4,46.317
3,24,29,74.309,43.347
3,1,30,61.123,183.369
3,2,30,61.75,185.25
3,3,30,62.697,188.092
3,4,30,64.083,192.25
3,5,30,66.049,198.146
3,6,30,68.746,206.237
3,7,30,72.326,216.978
3,8,30,76.919,230.758
3,9,30,82.608,247.824
3,10,30,89.399,268.196
3,11,30,97.196,291.588
3,12,30,105.783,317.35
3,13,30,114.819,344.457
3,14,30,123.848,371.543
3,15,30,132.333,396.999
3,16,30,139.706,419.118
3,17,30,145.429,436.288
3,18,30,149.059,447.177
3,19,30,150.303,450.908
3,20,30,149.059,447.177
3,21,30,145.429,436.288
3,22,30,139.706,419.118
3,23,30,132.333,396.999
3,24,30,123.848,371.543
3,1,31,45.842,21.393
3,2,31,46.313,21.613
3,3,31,47.023,21.944
3,4,31,48.063,22.429
3,5,31,49.536,23.117
3,6,31,51.559,24.061
3,7,31,54.244,25.314
3,8,31,57.689,26.922
3,9,31,61.956,28.913
3,10,31,67.049,31.29
3,11,31,72.897,34.019
3,12,31,79.337,37.024
3,13,31,86.114,40.187
3,14,31,92.886,43.347
3,15,31,99.25,46.317
3,16,31,104.78,48.897
3,17,31,109.072,50.9
3,18,31,111.794,52.171
3,19,31,112.727,52.606
3,20,31,111.794,52.171
3,21,31,109.072,50.9
3,22,31,104.78,48.897
3,23,31,99.25,46.317
3,24,31,92.886,43.347
3,1,32,64.179,30.561
3,2,32,64.838,30.875
3,3,32,65.832,31.349
3,4,32,67.288,32.042
3,5,32,69.351,33.024
3,6,32,72.183,34.373
3,7,32,75.942,36.163
3,8,32,80.765,38.46
3,9,32,86.739,41.304
3,10,32,93.869,44.699
3,11,32,102.056,48.598
3,12,32,111.072,52.892
3,13,32,120.56,57.41
3,14,32,130.04,61.924
3,15,32,138.95,66.166
3,16,32,146.691,69.853
3,17,32,152.701,72.715
3,18,32,156.512,74.529
3,19,32,157.818,75.151
3,20,32,156.512,74.529
3,21,32,152.701,72.715
3,22,32,146.691,69.853
3,23,32,138.95,66.166
3,24,32,130.04,61.924
3,1,33,18.337,12.225
3,2,33,18.525,12.35
3,3,33,18.809,12.539
3,4,33,19.225,12.817
3,5,33,19.815,13.21
3,6,33,20.624,13.749
3,7,33,21.698,14.465
3,8,33,23.076,15.384
3,9,33,24.782,16.522
3,10,33,26.82,17.88
3,11,33,29.159,19.439
3,12,33,31.735,21.157
3,13,33,34.446,22.964
3,14,33,37.154,24.77
3,15,33,39.7,26.467
3,16,33,41.912,27.941
3,17,33,43.629,29.086
3,18,33,44.718,29.812
3,19,33,45.091,30.061
3,20,33,44.718,29.812
3,21,33,43.629,29.086
3,22,33,41.912,27.941
3,23,33,39.7,26.467
3,24,33,37.154,24.77
4,1,2,28.991,17.395
4,2,2,29.288,17.573
4,3,2,29.738,17.843
4,4,2,30.395,18.237
4,5,2,31.327,18.796
4,6,2,32.606,19.564
4,7,2,34.305,20.583
4,8,2,36.483,21.89
4,9,2,39.182,23.509
4,10,2,42.402,25.441
4,11,2,46.101,27.66
4,12,2,50.174,30.104
4,13,2,54.459,32.676
4,14,2,58.742,35.245
4,15,2,62.766,37.66
4,16,2,66.263,39.758
4,17,2,68.978,41.387
4,18,2,70.7,42.42
4,19,2,71.289,42.774
4,20,2,70.7,42.42
4,21,2,68.978,41.387
4,22,2,66.263,39.758
4,23,2,62.766,37.66
4,24,2,58.742,35.245
4,1,3,26.092,11.596
4,2,3,26.36,11.715
4,3,3,26.764,11.895
4,4,3,27.356,12.158
4,5,3,28.195,12.531
4,6,3,29.346,13.043
4,7,3,30.874,13.722
4,8,3,32.835,14.593
4,9,3,35.263,15.673
4,10,3,38.162,16.961
4,11,3,41.491,18.44
4,12,3,45.156,20.069
4,13,3,49.013,21.784
4,14,3,52.868,23.497
4,15,3,56.49,25.107
4,16,3,59.637,26.505
4,17,3,62.08,27.591
4,18,3,63.63,28.28
4,19,3,64.161,28.516
4,20,3,63.63,28.28
4,21,3,62.08,27.591
4,22,3,59.637,26.505
4,23,3,56.49,25.107
4,24,3,52.868,23.497
4,1,4,34.789,23.193
4,2,4,35.146,23.431
4,3,4,35.685,23.79
4,4,4,36.474,24.316
4,5,4,37.593,25.062
4,6,4,39.128,26.085
4,7,4,41.165,27.444
4,8,4,43.78,29.187
4,9,4,47.018,31.345
4,10,4,50.883,33.922
4,11,4,55.321,36.88
4,12,4,60.208,40.139
4,13,4,65.351,43.567
4,14,4,70.49,46.993
4,15,4,75.32,50.213
4,16,4,79.516,53.011
4,17,4,82.774,55.182
4,18,4,84.839,56.56
4,19,4,85.547,57.032
4,20,4,84.839,56.56
4,21,4,82.774,55.182
4,22,4,79.516,53.011
4,23,4,75.32,50.213
4,24,4,70.49,46.993
4,1,5,17.395,8.697
4,2,5,17.573,8.787
4,3,5,17.843,8.921
4,4,5,18.237,9.119
4,5,5,18.796,9.398
4,6,5,19.564,9.782
4,7,5,20.583,10.291
4,8,5,21.89,10.945
4,9,5,23.509,11.754
4,10,5,25.441,12.721
4,11,5,27.66,13.83
4,12,5,30.104,15.052
4,13,5,32.676,16.338
4,14,5,35.245,17.623
4,15,5,37.66,18.83
4,16,5,39.758,19.879
4,17,5,41.387,20.693
4,18,5,42.42,21.21
4,19,5,42.774,21.387
4,20,5,42.42,21.21
4,21,5,41.387,20.693
4,22,5,39.758,19.879
4,23,5,37.66,18.83
4,24,5,35.245,17.623
4,1,6,17.395,5.798
4,2,6,17.573,5.858
4,3,6,17.843,5.948
4,4,6,18.237,6.079
4,5,6,18.796,6.265
4,6,6,19.564,6.521
4,7,6,20.583,6.861
4,8,6,21.89,7.297
4,9,6,23.509,7.836
4,10,6,25.441,8.48
4,11,6,27.66,9.22
4,12,6,30.104,10.035
4,13,6,32.676,10.892
4,14,6,35.245,11.748
4,15,6,37.66,12.553
4,16,6,39.758,13.253
4,17,6,41.387,13.796
4,18,6,42.42,14.14
4,19,6,42.774,14.258
4,20,6,42.42,14.14
4,21,6,41.387,13.796
4,22,6,39.758,13.253
4,23,6,37.66,12.553
4,24,6,35.245,11.748
4,1,7,57.982,28.991
4,2,7,58.577,29.288
4,3,7,59.475,29.738
4,4,7,60.79,30.395
4,5,7,62.654,31.327
4,6,7,65.213,32.606
4,7,7,68.609,34.305
4,8,7,72.967,36.483
4,9,7,78.363,39.182
4,10,7,84.805,42.402
4,11,7,92.201,46.101
4,12,7,100.347,50.174
4,13,7,108.919,54.459
4,14,7,117.483,58.742
4,15,7,125.533,62.766
4,16,7,132.527,66.263
4,17,7,137.956,68.978
4,18,7,141.399,70.7
4,19,7,142.579,71.289
4,20,7,141.399,70.7
4,21,7,137.956,68.978
4,22,7,132.527,66.263
4,23,7,125.533,62.766
4,24,7,117.483,58.742
4,1,8,57.982,28.991
4,2,8,58.577,29.288
4,3,8,59.475,29.738
4,4,8,60.79,30.395
4,5,8,62.654,31.327
4,6,8,65.213,32.606
4,7,8,68.609,34.305
4,8,8,72.967,36.483
4,9,8,78.363,39.182
4,10,8,84.805,42.402
4,11,8,92.201,46.101
4,12,8,100.347,50.174
4,13,8,108.919,54.459
4,14,8,117.483,58.742
4,15,8,125.533,62.766
4,16,8,132.527,66.263
4,17,8,137.956,68.978
4,18,8,141.399,70.7
4,19,8,142.579,71.289
4,20,8,141.399,70.7
4,21,8,137.956,68.978
4,22,8,132.527,66.263
4,23,8,125.533,62.766
4,24,8,117.483,58.742
4,1,9,17.395,5.798
4,2,9,17.573,5.858
4,3,9,17.843,5.948
4,4,9,18.237,6.079
4,5,9,18.796,6.265
4,6,9,19.564,6.521
4,7,9,20.583,6.861
4,8,9,21.89,7.297
4,9,9,23.509,7.836
4,10,9,25.441,8.48
4,11,9,27.66,9.22
4,12,9,30.104,10.035
4,13,9,32.676,10.892
4,14,9,35.245,11.748
4,15,9,37.66,12.553
4,16,9,39.758,13.253
4,17,9,41.387,13.796
4,18,9,42.42,14.14
4,19,9,42.774,14.258
4,20,9,42.42,14.14
4,21,9,41.387,13.796
4,22,9,39.758,13.253
4,23,9,37.66,12.553
4,24,9,35.245,11.748
4,1,10,17.395,5.798
4,2,10,17.573,5.858
4,3,10,17.843,5.948
4,4,10,18.237,6.079
4,5,10,18.796,6.265
4,6,10,19.564,6.521
4,7,10,20.583,6.861
4,8,10,21.89,7.297
4,9,10,23.509,7.836
4,10,10,25.441,8.48
4,11,10,27.66,9.22
4,12,10,30.104,10.035
4,13,10,32.676,10.892
4,14,10,35.245,11.748
4,15,10,37.66,12.553
4,16,10,39.758,13.253
4,17,10,41.387,13.796
4,18,10,42.42,14.14
4,19,10,42.774,14.258
4,20,10,42.42,14.14
4,21,10,41.387,13.796
4,22,10,39.758,13.253
4,23,10,37.66,12.553
4,24,10,35.245,11.748
4,1,11,13.046,8.697
4,2,11,13.18,8.787
4,3,11,13.382,8.921
4,4,11,13.678,9.119
4,5,11,14.097,9.398
4,6,11,14.673,9.782
4,7,11,15.437,10.291
4,8,11,16.417,10.945
4,9,11,17.632,11.754
4,10,11,19.081,12.721
4,11,11,20.745,13.83
4,12,11,22.578,15.052
4,13,11,24.507,16.338
4,14,11,26.434,17.623
4,15,11,28.245,18.83
4,16,11,29.819,19.879
4,17,11,31.04,20.693
4,18,11,31.815,21.21
4,19,11,32.08,21.387
4,20,11,31.815,21.21
4,21,11,31.04,20.693
4,22,11,29.819,19.879
4,23,11,28.245,18.83
4,24,11,26.434,17.623
4,1,12,17.395,10.147
4,2,12,17.573,10.251
4,3,12,17.843,10.408
4,4,12,18.237,10.638
4,5,12,18.796,10.965
4,6,12,19.564,11.412
4,7,12,20.583,12.007
4,8,12,21.89,12.769
4,9,12,23.509,13.714
4,10,12,25.441,14.841
4,11,12,27.66,16.135
4,12,12,30.104,17.561
4,13,12,32.676,19.061
4,14,12,35.245,20.56
4,15,12,37.66,21.968
4,16,12,39.758,23.192
4,17,12,41.387,24.142
4,18,12,42.42,24.745
4,19,12,42.774,24.951
4,20,12,42.42,24.745
4,21,12,41.387,24.142
4,22,12,39.758,23.192
4,23,12,37.66,21.968
4,24,12,35.245,20.56
4,1,13,17.395,10.147
4,2,13,17.573,10.251
4,3,13,17.843,10.408
4,4,13,18.237,10.638
4,5,13,18.796,10.965
4,6,13,19.564,11.412
4,7,13,20.583,12.007
4,8,13,21.89,12.769
4,9,13,23.509,13.714
4,10,13,25.441,14.841
4,11,13,27.66,16.135
4,12,13,30.104,17.561
4,13,13,32.676,19.061
4,14,13,35.245,20.56
4,15,13,37.66,21.968
4,16,13,39.758,23.192
4,17,13,41.387,24.142
4,18,13,42.42,24.745
4,19,13,42.774,24.951
4,20,13,42.42,24.745
4,21,13,41.387,24.142
4,22,13,39.758,23.192
4,23,13,37.66,21.968
4,24,13,35.245,20.56
4,1,14,34.789,23.193
4,2,14,35.146,23.431
4,3,14,35.685,23.79
4,4,14,36.474,24.316
4,5,14,37.593,25.062
4,6,14,39.128,26.085
4,7,14,41.165,27.444
4,8,14,43.78,29.187
4,9,14,47.018,31.345
4,10,14,50.883,33.922
4,11,14,55.321,36.88
4,12,14,60.208,40.139
4,13,14,65.351,43.567
4,14,14,70.49,46.993
4,15,14,75.32,50.213
4,16,14,79.516,53.011
4,17,14,82.774,55.182
4,18,14,84.839,56.56
4,19,14,85.547,57.032
4,20,14,84.839,56.56
4,21,14,82.774,55.182
4,22,14,79.516,53.011
4,23,14,75.32,50.213
4,24,14,70.49,46.993
4,1,15,17.395,2.899
4,2,15,17.573,2.929
4,3,15,17.843,2.974
4,4,15,18.237,3.04
4,5,15,18.796,3.133
4,6,15,19.564,3.261
4,7,15,20.583,3.43
4,8,15,21.89,3.648
4,9,15,23.509,3.918
4,10,15,25.441,4.24
4,11,15,27.66,4.61
4,12,15,30.104,5.017
4,13,15,32.676,5.446
4,14,15,35.245,5.874
4,15,15,37.66,6.277
4,16,15,39.758,6.626
4,17,15,41.387,6.898
4,18,15,42.42,7.07
4,19,15,42.774,7.129
4,20,15,42.42,7.07
4,21,15,41.387,6.898
4,22,15,39.758,6.626
4,23,15,37.66,6.277
4,24,15,35.245,5.874
4,1,16,17.395,5.798
4,2,16,17.573,5.858
4,3,16,17.843,5.948
4,4,16,18.237,6.079
4,5,16,18.796,6.265
4,6,16,19.564,6.521
4,7,16,20.583,6.861
4,8,16,21.89,7.297
4,9,16,23.509,7.836
4,10,16,25.441,8.48
4,11,16,27.66,9.22
4,12,16,30.104,10.035
4,13,16,32.676,10.892
4,14,16,35.245,11.748
4,15,16,37.66,12.553
4,16,16,39.758,13.253
4,17,16,41.387,13.796
4,18,16,42.42,14.14
4,19,16,42.774,14.258
4,20,16,42.42,14.14
4,21,16,41.387,13.796
4,22,16,39.758,13.253
4,23,16,37.66,12.553
4,24,16,35.245,11.748
4,1,17,17.395,5.798
4,2,17,17.573,5.858
4,3,17,17.843,5.948
4,4,17,18.237,6.079
4,5,17,18.796,6.265
4,6,17,19.564,6.521
4,7,17,20.583,6.861
4,8,17,21.89,7.297
4,9,17,23.509,7.836
4,10,17,25.441,8.48
4,11,17,27.66,9.22
4,12,17,30.104,10.035
4,13,17,32.676,10.892
4,14,17,35.245,11.748
4,15,17,37.66,12.553
4,16,17,39.758,13.253
4,17,17,41.387,13.796
4,18,17,42.42,14.14
4,19,17,42.774,14.258
4,20,17,42.42,14.14
4,21,17,41.387,13.796
4,22,17,39.758,13.253
4,23,17,37.66,12.553
4,24,17,35.245,11.748
4,1,18,26.092,11.596
4,2,18,26.36,11.715
4,3,18,26.764,11.895
4,4,18,27.356,12.158
4,5,18,28.195,12.531
4,6,18,29.346,13.043
4,7,18,30.874,13.722
4,8,18,32.835,14.593
4,9,18,35.263,15.673
4,10,18,38.162,16.961
4,11,18,41.491,18.44
4,12,18,45.156,20.069
4,13,18,49.013,21.784
4,14,18,52.868,23.497
4,15,18,56.49,25.107
4,16,18,59.637,26.505
4,17,18,62.08,27.591
4,18,18,63.63,28.28
4,19,18,64.161,28.516
4,20,18,63.63,28.28
4,21,18,62.08,27.591
4,22,18,59.637,26.505
4,23,18,56.49,25.107
4,24,18,52.868,23.497
4,1,19,26.092,11.596
4,2,19,26.36,11.715
4,3,19,26.764,11.895
4,4,19,27.356,12.158
4,5,19,28.195,12.531
4,6,19,29.346,13.043
4,7,19,30.874,13.722
4,8,19,32.835,14.593
4,9,19,35.263,15.673
4,10,19,38.162,16.961
4,11,19,41.491,18.44
4,12,19,45.156,20.069
4,13,19,49.013,21.784
4,14,19,52.868,23.497
4,15,19,56.49,25.107
4,16,19,59.637,26.505
4,17,19,62.08,27.591
4,18,19,63.63,28.28
4,19,19,64.161,28.516
4,20,19,63.63,28.28
4,21,19,62.08,27.591
4,22,19,59.637,26.505
4,23,19,56.49,25.107
4,24,19,52.868,23.497
4,1,20,26.092,11.596
4,2,20,26.36,11.715
4,3,20,26.764,11.895
4,4,20,27.356,12.158
4,5,20,28.195,12.531
4,6,20,29.346,13.043
4,7,20,30.874,13.722
4,8,20,32.835,14.593
4,9,20,35.263,15.673
4,10,20,38.162,16.961
4,11,20,41.491,18.44
4,12,20,45.156,20.069
4,13,20,49.013,21.784
4,14,20,52.868,23.497
4,15,20,56.49,25.107
4,16,20,59.637,26.505
4,17,20,62.08,27.591
4,18,20,63.63,28.28
4,19,20,64.161,28.516
4,20,20,63.63,28.28
4,21,20,62.08,27.591
4,22,20,59.637,26.505
4,23,20,56.49,25.107
4,24,20,52.868,23.497
4,1,21,26.092,11.596
4,2,21,26.36,11.715
4,3,21,26.764,11.895
4,4,21,27.356,12.158
4,5,21,28.195,12.531
4,6,21,29.346,13.043
4,7,21,30.874,13.722
4,8,21,32.835,14.593
4,9,21,35.263,15.673
4,10,21,38.162,16.961
4,11,21,41.491,18.44
4,12,21,45.156,20.069
4,13,21,49.013,21.784
4,14,21,52.868,23.497
4,15,21,56.49,25.107
4,16,21,59.637,26.505
4,17,21,62.08,27.591
4,18,21,63.63,28.28
4,19,21,64.161,28.516
4,20,21,63.63,28.28
4,21,21,62.08,27.591
4,22,21,59.637,26.505
4,23,21,56.49,25.107
4,24,21,52.868,23.497
4,1,22,26.092,11.596
4,2,22,26.36,11.715
4,3,22,26.764,11.895
4,4,22,27.356,12.158
4,5,22,28.195,12.531
4,6,22,29.346,13.043
4,7,22,30.874,13.722
4,8,22,32.835,14.593
4,9,22,35.263,15.673
4,10,22,38.162,16.961
4,11,22,41.491,18.44
4,12,22,45.156,20.069
4,13,22,49.013,21.784
4,14,22,52.868,23.497
4,15,22,56.49,25.107
4,16,22,59.637,26.505
4,17,22,62.08,27.591
4,18,22,63.63,28.28
4,19,22,64.161,28.516
4,20,22,63.63,28.28
4,21,22,62.08,27.591
4,22,22,59.637,26.505
4,23,22,56.49,25.107
4,24,22,52.868,23.497
4,1,23,26.092,14.495
4,2,23,26.36,14.644
4,3,23,26.764,14.869
4,4,23,27.356,15.198
4,5,23,28.195,15.664
4,6,23,29.346,16.303
4,7,23,30.874,17.152
4,8,23,32.835,18.242
4,9,23,35.263,19.591
4,10,23,38.162,21.201
4,11,23,41.491,23.05
4,12,23,45.156,25.087
4,13,23,49.013,27.23
4,14,23,52.868,29.371
4,15,23,56.49,31.383
4,16,23,59.637,33.132
4,17,23,62.08,34.489
4,18,23,63.63,35.35
4,19,23,64.161,35.645
4,20,23,63.63,35.35
4,21,23,62.08,34.489
4,22,23,59.637,33.132
4,23,23,56.49,31.383
4,24,23,52.868,29.371
4,1,24,121.762,57.982
4,2,24,123.011,58.577
4,3,24,124.898,59.475
4,4,24,127.66,60.79
4,5,24,131.574,62.654
4,6,24,136.947,65.213
4,7,24,144.079,68.609
4,8,24,153.23,72.967
4,9,24,164.562,78.363
4,10,24,178.09,84.805
4,11,24,193.622,92.201
4,12,24,210.729,100.347
4,13,24,228.729,108.919
4,14,24,246.715,117.483
4,15,24,263.618,125.533
4,16,24,278.306,132.527
4,17,24,289.707,137.956
4,18,24,296.938,141.399
4,19,24,299.416,142.579
4,20,24,296.938,141.399
4,21,24,289.707,137.956
4,22,24,278.306,132.527
4,23,24,263.618,125.533
4,24,24,246.715,117.483
4,1,25,121.762,57.982
4,2,25,123.011,58.577
4,3,25,124.898,59.475
4,4,25,127.66,60.79
4,5,25,131.574,62.654
4,6,25,136.947,65.213
4,7,25,144.079,68.609
4,8,25,153.23,72.967
4,9,25,164.562,78.363
4,10,25,178.09,84.805
4,11,25,193.622,92.201
4,12,25,210.729,100.347
4,13,25,228.729,108.919
4,14,25,246.715,117.483
4,15,25,263.618,125.533
4,16,25,278.306,132.527
4,17,25,289.707,137.956
4,18,25,296.938,141.399
4,19,25,299.416,142.579
4,20,25,296.938,141.399
4,21,25,289.707,137.956
4,22,25,278.306,132.527
4,23,25,263.618,125.533
4,24,25,246.715,117.483
4,1,26,17.395,7.248
4,2,26,17.573,7.322
4,3,26,17.843,7.434
4,4,26,18.237,7.599
4,5,26,18.796,7.832
4,6,26,19.564,8.152
4,7,26,20.583,8.576
4,8,26,21.89,9.121
4,9,26,23.509,9.795
4,10,26,25.441,10.601
4,11,26,27.66,11.525
4,12,26,30.104,12.543
4,13,26,32.676,13.615
4,14,26,35.245,14.685
4,15,26,37.66,15.692
4,16,26,39.758,16.566
4,17,26,41.387,17.244
4,18,26,42.42,17.675
4,19,26,42.774,17.822
4,20,26,42.42,17.675
4,21,26,41.387,17.244
4,22,26,39.758,16.566
4,23,26,37.66,15.692
4,24,26,35.245,14.685
4,1,27,17.395,7.248
4,2,27,17.573,7.322
4,3,27,17.843,7.434
4,4,27,18.237,7.599
4,5,27,18.796,7.832
4,6,27,19.564,8.152
4,7,27,20.583,8.576
4,8,27,21.89,9.121
4,9,27,23.509,9.795
4,10,27,25.441,10.601
4,11,27,27.66,11.525
4,12,27,30.104,12.543
4,13,27,32.676,13.615
4,14,27,35.245,14.685
4,15,27,37.66,15.692
4,16,27,39.758,16.566
4,17,27,41.387,17.244
4,18,27,42.42,17.675
4,19,27,42.774,17.822
4,20,27,42.42,17.675
4,21,27,41.387,17.244
4,22,27,39.758,16.566
4,23,27,37.66,15.692
4,24,27,35.245,14.685
4,1,28,17.395,5.798
4,2,28,17.573,5.858
4,3,28,17.843,5.948
4,4,28,18.237,6.079
4,5,28,18.796,6.265
4,6,28,19.564,6.521
4,7,28,20.583,6.861
4,8,28,21.89,7.297
4,9,28,23.509,7.836
4,10,28,25.441,8.48
4,11,28,27.66,9.22
4,12,28,30.104,10.035
4,13,28,32.676,10.892
4,14,28,35.245,11.748
4,15,28,37.66,12.553
4,16,28,39.758,13.253
4,17,28,41.387,13.796
4,18,28,42.42,14.14
4,19,28,42.774,14.258
4,20,28,42.42,14.14
4,21,28,41.387,13.796
4,22,28,39.758,13.253
4,23,28,37.66,12.553
4,24,28,35.245,11.748
4,1,29,34.789,20.294
4,2,29,35.146,20.502
4,3,29,35.685,20.816
4,4,29,36.474,21.277
4,5,29,37.593,21.929
4,6,29,39.128,22.825
4,7,29,41.165,24.013
4,8,29,43.78,25.538
4,9,29,47.018,27.427
4,10,29,50.883,29.682
4,11,29,55.321,32.27
4,12,29,60.208,35.122
4,13,29,65.351,38.122
4,14,29,70.49,41.119
4,15,29,75.32,43.936
4,16,29,79.516,46.384
4,17,29,82.774,48.285
4,18,29,84.839,49.49
4,19,29,85.547,49.903
4,20,29,84.839,49.49
4,21,29,82.774,48.285
4,22,29,79.516,46.384
4,23,29,75.32,43.936
4,24,29,70.49,41.119
4,1,30,57.982,173.946
4,2,30,58.577,175.73
4,3,30,59.475,178.426
4,4,30,60.79,182.371
4,5,30,62.654,187.963
4,6,30,65.213,195.639
4,7,30,68.609,205.827
4,8,30,72.967,218.9
4,9,30,78.363,235.089
4,10,30,84.805,254.414
4,11,30,92.201,276.603
4,12,30,100.347,301.042
4,13,30,108.919,326.756
4,14,30,117.483,352.45
4,15,30,125.533,376.598
4,16,30,132.527,397.581
